identifier,ec,keyword,length,protein_families,reviewed,root,domain,kingdom,phylum,class,order,family,genus,species,gene_name,protein_name,uniprot_kb_id
Q7T1M3,,KW-0963 (Cytoplasm);KW-0903 (Direct protein sequencing);KW-0382 (Hypotensive agent);KW-0481 (Metalloenzyme inhibitor);KW-0483 (Metalloprotease inhibitor);KW-0646 (Protease inhibitor);KW-0873 (Pyrrolidone carboxylic acid);KW-0964 (Secreted);KW-0732 (Signal);KW-0800 (Toxin);KW-0838 (Vasoactive),144,In the N-terminal section,Swiss-Prot,cellular organisms,Eukaryota,Metazoa,Chordata,Lepidosauria,Squamata,Viperidae,Bothrops,Bothrops jararacussu,,Bradykinin-potentiating and C-type natriuretic peptides isoform 2,BNP_BOTJR
Q7T1R0,3.1.1.4 (phospholipase A2),KW-0106 (Calcium);KW-0903 (Direct protein sequencing);KW-1015 (Disulfide bond);KW-0378 (Hydrolase);KW-0442 (Lipid degradation);KW-0443 (Lipid metabolism);KW-0479 (Metal-binding);KW-0528 (Neurotoxin);KW-0638 (Presynaptic neurotoxin);KW-0964 (Secreted);KW-0732 (Signal);KW-0800 (Toxin),146,phospholipase A2 family,Swiss-Prot,cellular organisms,Eukaryota,Metazoa,Chordata,Lepidosauria,Squamata,Elapidae,Bungarus,Bungarus flaviceps,,Basic phospholipase A2 beta-bungarotoxin A1 chain,PA2B1_BUNFL
Q7T1R1,3.1.1.4 (phospholipase A2),KW-0106 (Calcium);KW-1015 (Disulfide bond);KW-0378 (Hydrolase);KW-0442 (Lipid degradation);KW-0443 (Lipid metabolism);KW-0479 (Metal-binding);KW-0528 (Neurotoxin);KW-0638 (Presynaptic neurotoxin);KW-0964 (Secreted);KW-0732 (Signal);KW-0800 (Toxin),146,phospholipase A2 family,Swiss-Prot,cellular organisms,Eukaryota,Metazoa,Chordata,Lepidosauria,Squamata,Elapidae,Bungarus,Bungarus flaviceps,,Basic phospholipase A2 beta-bungarotoxin A2 chain,PA2B2_BUNFL
Q7T247,,KW-0002 (3D-structure);KW-1015 (Disulfide bond);KW-1199 (Hemostasis impairing toxin);KW-1202 (Platelet aggregation activating toxin);KW-1201 (Platelet aggregation inhibiting toxin);KW-0964 (Secreted);KW-0732 (Signal);KW-0800 (Toxin),146,snaclec family,Swiss-Prot,cellular organisms,Eukaryota,Metazoa,Chordata,Lepidosauria,Squamata,Viperidae,Echis,Echis carinatus,,Snaclec echicetin subunit beta,SLB_ECHCA
Q7T248,,KW-0002 (3D-structure);KW-1015 (Disulfide bond);KW-1199 (Hemostasis impairing toxin);KW-1202 (Platelet aggregation activating toxin);KW-1201 (Platelet aggregation inhibiting toxin);KW-0964 (Secreted);KW-0732 (Signal);KW-0800 (Toxin),135,snaclec family,Swiss-Prot,cellular organisms,Eukaryota,Metazoa,Chordata,Lepidosauria,Squamata,Viperidae,Echis,Echis carinatus,,Snaclec echicetin subunit alpha,SLA_ECHCA
Q7T2I1,,KW-0008 (Acetylcholine receptor inhibiting toxin);KW-1015 (Disulfide bond);KW-0872 (Ion channel impairing toxin);KW-0528 (Neurotoxin);KW-0629 (Postsynaptic neurotoxin);KW-1185 (Reference proteome);KW-0964 (Secreted);KW-0732 (Signal);KW-0800 (Toxin),82,three-finger toxin family,Swiss-Prot,cellular organisms,Eukaryota,Metazoa,Chordata,Lepidosauria,Squamata,Elapidae,Laticauda,Laticauda laticaudata,,Short neurotoxin OKI-10,3S110_LATLA
Q7T2I3,,KW-0008 (Acetylcholine receptor inhibiting toxin);KW-1015 (Disulfide bond);KW-0872 (Ion channel impairing toxin);KW-0528 (Neurotoxin);KW-0629 (Postsynaptic neurotoxin);KW-1185 (Reference proteome);KW-0964 (Secreted);KW-0732 (Signal);KW-0800 (Toxin),87,three-finger toxin family,Swiss-Prot,cellular organisms,Eukaryota,Metazoa,Chordata,Lepidosauria,Squamata,Elapidae,Laticauda,Laticauda laticaudata,,Long neurotoxin LlLong,3L2L_LATLA
Q7T2I5,,KW-0002 (3D-structure);KW-0008 (Acetylcholine receptor inhibiting toxin);KW-0903 (Direct protein sequencing);KW-1015 (Disulfide bond);KW-0872 (Ion channel impairing toxin);KW-0528 (Neurotoxin);KW-0629 (Postsynaptic neurotoxin);KW-0964 (Secreted);KW-0732 (Signal);KW-0800 (Toxin),83,three-finger toxin family,Swiss-Prot,cellular organisms,Eukaryota,Metazoa,Chordata,Lepidosauria,Squamata,Elapidae,Laticauda,Laticauda semifasciata,,Erabutoxin c,3S1EC_LATSE
Q7T2Q0,,KW-0002 (3D-structure);KW-0903 (Direct protein sequencing);KW-1015 (Disulfide bond);KW-0325 (Glycoprotein);KW-1199 (Hemostasis impairing toxin);KW-1201 (Platelet aggregation inhibiting toxin);KW-0964 (Secreted);KW-0732 (Signal);KW-0800 (Toxin),154,snaclec family,Swiss-Prot,cellular organisms,Eukaryota,Metazoa,Chordata,Lepidosauria,Squamata,Viperidae,Echis,Echis multisquamatus,,Snaclec EMS16 subunit beta,SLB_ECHML
Q7T2Q1,,KW-0002 (3D-structure);KW-0903 (Direct protein sequencing);KW-1015 (Disulfide bond);KW-1199 (Hemostasis impairing toxin);KW-1201 (Platelet aggregation inhibiting toxin);KW-0964 (Secreted);KW-0732 (Signal);KW-0800 (Toxin),157,snaclec family,Swiss-Prot,cellular organisms,Eukaryota,Metazoa,Chordata,Lepidosauria,Squamata,Viperidae,Echis,Echis multisquamatus,,Snaclec EMS16 subunit alpha,SLA_ECHML
Q7T2Q6,,KW-0903 (Direct protein sequencing);KW-1015 (Disulfide bond);KW-0528 (Neurotoxin);KW-0638 (Presynaptic neurotoxin);KW-0964 (Secreted);KW-0732 (Signal);KW-0800 (Toxin),83,venom Kunitz-type family,Swiss-Prot,cellular organisms,Eukaryota,Metazoa,Chordata,Lepidosauria,Squamata,Elapidae,Bungarus,Bungarus flaviceps,,Kunitz-type serine protease inhibitor homolog beta-bungarotoxin B chain,VKTHB_BUNFL
Q7T2R1,3.1.1.4 (phospholipase A2),KW-0002 (3D-structure);KW-0106 (Calcium);KW-0903 (Direct protein sequencing);KW-1015 (Disulfide bond);KW-0378 (Hydrolase);KW-0442 (Lipid degradation);KW-0443 (Lipid metabolism);KW-0479 (Metal-binding);KW-0959 (Myotoxin);KW-0528 (Neurotoxin);KW-0593 (Phospholipase A2 inhibitor);KW-0638 (Presynaptic neurotoxin);KW-0964 (Secreted);KW-0732 (Signal);KW-0800 (Toxin),138,phospholipase A2 family,Swiss-Prot,cellular organisms,Eukaryota,Metazoa,Chordata,Lepidosauria,Squamata,Viperidae,Daboia,Daboia siamensis,,Acidic phospholipase A2 daboiatoxin A chain,PA2AA_DABSI
Q7T3J2,,KW-0008 (Acetylcholine receptor inhibiting toxin);KW-0903 (Direct protein sequencing);KW-1015 (Disulfide bond);KW-0872 (Ion channel impairing toxin);KW-0528 (Neurotoxin);KW-0629 (Postsynaptic neurotoxin);KW-0964 (Secreted);KW-0732 (Signal);KW-0800 (Toxin),95,three-finger toxin family,Swiss-Prot,cellular organisms,Eukaryota,Metazoa,Chordata,Lepidosauria,Squamata,Elapidae,Bungarus,Bungarus candidus,,"Alpha-bungarotoxin, isoform A31",3L2A_BUNCA
Q7T3S7,3.1.1.4 (phospholipase A2),KW-0002 (3D-structure);KW-0106 (Calcium);KW-0903 (Direct protein sequencing);KW-1015 (Disulfide bond);KW-1199 (Hemostasis impairing toxin);KW-0378 (Hydrolase);KW-0442 (Lipid degradation);KW-0443 (Lipid metabolism);KW-0479 (Metal-binding);KW-1201 (Platelet aggregation inhibiting toxin);KW-0964 (Secreted);KW-0732 (Signal);KW-0800 (Toxin),136,phospholipase A2 family,Swiss-Prot,cellular organisms,Eukaryota,Metazoa,Chordata,Lepidosauria,Squamata,Viperidae,Echis,Echis carinatus,,Acidic phospholipase A2 EC-I,PA2A1_ECHCA
Q7T3T5,3.1.1.4 (phospholipase A2),KW-0002 (3D-structure);KW-0106 (Calcium);KW-1015 (Disulfide bond);KW-0378 (Hydrolase);KW-0395 (Inflammatory response);KW-0442 (Lipid degradation);KW-0443 (Lipid metabolism);KW-0479 (Metal-binding);KW-0959 (Myotoxin);KW-0528 (Neurotoxin);KW-0638 (Presynaptic neurotoxin);KW-0964 (Secreted);KW-0732 (Signal);KW-0800 (Toxin),130,phospholipase A2 family,Swiss-Prot,cellular organisms,Eukaryota,Metazoa,Chordata,Lepidosauria,Squamata,Viperidae,Daboia,Daboia siamensis,,Acidic phospholipase A2 daboiatoxin B chain,PA2AB_DABSI
Q7TDX0,,KW-1072 (Activation of host autophagy by virus);KW-0106 (Calcium);KW-0260 (Enterotoxin);KW-0325 (Glycoprotein);KW-1038 (Host endoplasmic reticulum);KW-1043 (Host membrane);KW-0945 (Host-virus interaction);KW-0407 (Ion channel);KW-0406 (Ion transport);KW-0472 (Membrane);KW-0479 (Metal-binding);KW-0964 (Secreted);KW-0735 (Signal-anchor);KW-0800 (Toxin);KW-0812 (Transmembrane);KW-1133 (Transmembrane helix);KW-0813 (Transport);KW-1182 (Viral ion channel);KW-0843 (Virulence),175,rotavirus NSP4 family,Swiss-Prot,Rotavirus G16,Riboviria,Orthornavirae,Duplornaviricota,Resentoviricetes,Reovirales,Sedoreoviridae,Rotavirus,Rotavirus alphagastroenteritidis,,Non-structural glycoprotein 4,NSP4_ROTMB
Q7YT39,,KW-0002 (3D-structure);KW-0027 (Amidation);KW-0044 (Antibiotic);KW-0929 (Antimicrobial);KW-0903 (Direct protein sequencing);KW-1015 (Disulfide bond);KW-0872 (Ion channel impairing toxin);KW-0960 (Knottin);KW-0446 (Lipid-binding);KW-0528 (Neurotoxin);KW-0632 (Potassium channel impairing toxin);KW-0964 (Secreted);KW-0732 (Signal);KW-0800 (Toxin);KW-1220 (Voltage-gated potassium channel impairing toxin);KW-0738 (Voltage-gated sodium channel impairing toxin),82,neurotoxin 10 (Hwtx-1) family,Swiss-Prot,cellular organisms,Eukaryota,Metazoa,Arthropoda,Arachnida,Araneae,Theraphosidae,Grammostola,Grammostola rosea,,M-theraphotoxin-Gr1a,MTX4_GRARO
Q7YT61,,KW-1015 (Disulfide bond);KW-0872 (Ion channel impairing toxin);KW-0528 (Neurotoxin);KW-0964 (Secreted);KW-0732 (Signal);KW-0800 (Toxin);KW-0738 (Voltage-gated sodium channel impairing toxin),87,long (4 C-C) scorpion toxin superfamily,Swiss-Prot,cellular organisms,Eukaryota,Metazoa,Arthropoda,Arachnida,Scorpiones,Buthidae,Centruroides,Centruroides limpidus,,Toxin Cll5c,SCX5C_CENLI
Q7YXD3,,KW-0903 (Direct protein sequencing);KW-1015 (Disulfide bond);KW-0872 (Ion channel impairing toxin);KW-0528 (Neurotoxin);KW-0964 (Secreted);KW-0732 (Signal);KW-0800 (Toxin);KW-0738 (Voltage-gated sodium channel impairing toxin),85,long (4 C-C) scorpion toxin superfamily,Swiss-Prot,cellular organisms,Eukaryota,Metazoa,Arthropoda,Arachnida,Scorpiones,Buthidae,Androctonus,Androctonus mauritanicus,,Alpha-toxin Amm8,SCX8_ANDMA
Q7YZS9,,KW-0027 (Amidation);KW-0165 (Cleavage on pair of basic residues);KW-0903 (Direct protein sequencing);KW-1015 (Disulfide bond);KW-0872 (Ion channel impairing toxin);KW-0528 (Neurotoxin);KW-0632 (Potassium channel impairing toxin);KW-0964 (Secreted);KW-0732 (Signal);KW-0800 (Toxin);KW-1220 (Voltage-gated potassium channel impairing toxin),67,conotoxin I2 superfamily,Swiss-Prot,cellular organisms,Eukaryota,Metazoa,Mollusca,Gastropoda,Neogastropoda,Conidae,Conus,Conus virgo,VITX,Kappa-conotoxin ViTx,CI2_CONVR
Q7Z027,,KW-1015 (Disulfide bond);KW-0960 (Knottin);KW-0528 (Neurotoxin);KW-0964 (Secreted);KW-0732 (Signal);KW-0800 (Toxin),82,conotoxin O1 superfamily,Swiss-Prot,cellular organisms,Eukaryota,Metazoa,Mollusca,Gastropoda,Neogastropoda,Conidae,Conus,Conus vexillum,,Conotoxin C11GB,O16CB_CONVX
Q7Z028,,KW-1015 (Disulfide bond);KW-0960 (Knottin);KW-0528 (Neurotoxin);KW-0964 (Secreted);KW-0732 (Signal);KW-0800 (Toxin),81,conotoxin O1 superfamily,Swiss-Prot,cellular organisms,Eukaryota,Metazoa,Mollusca,Gastropoda,Neogastropoda,Conidae,Conus,Conus vexillum,,Conotoxin A11GB,O16D_CONVX
Q7Z090,,KW-0165 (Cleavage on pair of basic residues);KW-1015 (Disulfide bond);KW-0872 (Ion channel impairing toxin);KW-0528 (Neurotoxin);KW-0964 (Secreted);KW-0732 (Signal);KW-0800 (Toxin);KW-0738 (Voltage-gated sodium channel impairing toxin),75,conotoxin I1 superfamily,Swiss-Prot,cellular organisms,Eukaryota,Metazoa,Mollusca,Gastropoda,Neogastropoda,Conidae,Conus,Conus radiatus,,Iota-conotoxin-like R11.3,I1B3_CONRA
Q7Z091,,KW-0903 (Direct protein sequencing);KW-1015 (Disulfide bond);KW-0379 (Hydroxylation);KW-0872 (Ion channel impairing toxin);KW-0528 (Neurotoxin);KW-0964 (Secreted);KW-0800 (Toxin);KW-0738 (Voltage-gated sodium channel impairing toxin),41,conotoxin I1 superfamily,Swiss-Prot,cellular organisms,Eukaryota,Metazoa,Mollusca,Gastropoda,Neogastropoda,Conidae,Conus,Conus radiatus,,Iota-conotoxin-like r11d,I1BD_CONRA
Q7Z092,,KW-0208 (D-amino acid);KW-0903 (Direct protein sequencing);KW-1015 (Disulfide bond);KW-0379 (Hydroxylation);KW-0872 (Ion channel impairing toxin);KW-0528 (Neurotoxin);KW-0964 (Secreted);KW-0800 (Toxin);KW-0738 (Voltage-gated sodium channel impairing toxin),46,conotoxin I1 superfamily,Swiss-Prot,cellular organisms,Eukaryota,Metazoa,Mollusca,Gastropoda,Neogastropoda,Conidae,Conus,Conus radiatus,,Iota-conotoxin-like r11b,I1BB_CONRA
Q7Z093,,KW-0208 (D-amino acid);KW-1015 (Disulfide bond);KW-0379 (Hydroxylation);KW-0872 (Ion channel impairing toxin);KW-0528 (Neurotoxin);KW-0964 (Secreted);KW-0800 (Toxin);KW-0738 (Voltage-gated sodium channel impairing toxin),46,conotoxin I1 superfamily,Swiss-Prot,cellular organisms,Eukaryota,Metazoa,Mollusca,Gastropoda,Neogastropoda,Conidae,Conus,Conus radiatus,,Iota-conotoxin-like R11.17,I1BH_CONRA
Q7Z094,,KW-0002 (3D-structure);KW-0208 (D-amino acid);KW-0903 (Direct protein sequencing);KW-1015 (Disulfide bond);KW-0379 (Hydroxylation);KW-0872 (Ion channel impairing toxin);KW-0528 (Neurotoxin);KW-0964 (Secreted);KW-0800 (Toxin);KW-0738 (Voltage-gated sodium channel impairing toxin),46,conotoxin I1 superfamily,Swiss-Prot,cellular organisms,Eukaryota,Metazoa,Mollusca,Gastropoda,Neogastropoda,Conidae,Conus,Conus radiatus,,Iota-conotoxin RXIA,I1BA_CONRA
Q7Z095,,KW-0208 (D-amino acid);KW-1015 (Disulfide bond);KW-0379 (Hydroxylation);KW-0872 (Ion channel impairing toxin);KW-0528 (Neurotoxin);KW-0964 (Secreted);KW-0800 (Toxin);KW-0738 (Voltage-gated sodium channel impairing toxin),46,conotoxin I1 superfamily,Swiss-Prot,cellular organisms,Eukaryota,Metazoa,Mollusca,Gastropoda,Neogastropoda,Conidae,Conus,Conus radiatus,,Iota-conotoxin-like R11.7,I1B7_CONRA
Q7Z096,,KW-0165 (Cleavage on pair of basic residues);KW-0208 (D-amino acid);KW-0903 (Direct protein sequencing);KW-1015 (Disulfide bond);KW-0379 (Hydroxylation);KW-0872 (Ion channel impairing toxin);KW-0528 (Neurotoxin);KW-0964 (Secreted);KW-0732 (Signal);KW-0800 (Toxin);KW-0738 (Voltage-gated sodium channel impairing toxin),80,conotoxin I1 superfamily,Swiss-Prot,cellular organisms,Eukaryota,Metazoa,Mollusca,Gastropoda,Neogastropoda,Conidae,Conus,Conus radiatus,,Iota-conotoxin-like r11c,I1BC_CONRA
Q7Z097,,KW-0208 (D-amino acid);KW-1015 (Disulfide bond);KW-0872 (Ion channel impairing toxin);KW-0528 (Neurotoxin);KW-0964 (Secreted);KW-0800 (Toxin);KW-0738 (Voltage-gated sodium channel impairing toxin),46,conotoxin I1 superfamily,Swiss-Prot,cellular organisms,Eukaryota,Metazoa,Mollusca,Gastropoda,Neogastropoda,Conidae,Conus,Conus radiatus,,Iota-conotoxin-like R11.18,I1BI_CONRA
Q7Z098,,KW-1015 (Disulfide bond);KW-0872 (Ion channel impairing toxin);KW-0528 (Neurotoxin);KW-0964 (Secreted);KW-0800 (Toxin);KW-0738 (Voltage-gated sodium channel impairing toxin),46,conotoxin I1 superfamily,Swiss-Prot,cellular organisms,Eukaryota,Metazoa,Mollusca,Gastropoda,Neogastropoda,Conidae,Conus,Conus radiatus,,Iota-conotoxin-like R11.5,I1B5_CONRA
Q7Z099,,KW-0208 (D-amino acid);KW-1015 (Disulfide bond);KW-0872 (Ion channel impairing toxin);KW-0528 (Neurotoxin);KW-0964 (Secreted);KW-0800 (Toxin);KW-0738 (Voltage-gated sodium channel impairing toxin),46,conotoxin I1 superfamily,Swiss-Prot,cellular organisms,Eukaryota,Metazoa,Mollusca,Gastropoda,Neogastropoda,Conidae,Conus,Conus radiatus,,Iota-conotoxin-like R11.2,I1B2_CONRA
Q7Z0A0,,KW-1015 (Disulfide bond);KW-0872 (Ion channel impairing toxin);KW-0528 (Neurotoxin);KW-0964 (Secreted);KW-0800 (Toxin);KW-0738 (Voltage-gated sodium channel impairing toxin),44,conotoxin I1 superfamily,Swiss-Prot,cellular organisms,Eukaryota,Metazoa,Mollusca,Gastropoda,Neogastropoda,Conidae,Conus,Conus radiatus,,Iota-conotoxin-like R11.11,I1BV_CONRA
Q7Z0A1,,KW-1015 (Disulfide bond);KW-0872 (Ion channel impairing toxin);KW-0528 (Neurotoxin);KW-0964 (Secreted);KW-0800 (Toxin);KW-0738 (Voltage-gated sodium channel impairing toxin),42,conotoxin I1 superfamily,Swiss-Prot,cellular organisms,Eukaryota,Metazoa,Mollusca,Gastropoda,Neogastropoda,Conidae,Conus,Conus radiatus,,Iota-conotoxin-like R11.16,I1BG_CONRA
Q7Z0A2,,KW-1015 (Disulfide bond);KW-0872 (Ion channel impairing toxin);KW-0528 (Neurotoxin);KW-0964 (Secreted);KW-0800 (Toxin);KW-0738 (Voltage-gated sodium channel impairing toxin),42,conotoxin I1 superfamily,Swiss-Prot,cellular organisms,Eukaryota,Metazoa,Mollusca,Gastropoda,Neogastropoda,Conidae,Conus,Conus radiatus,,Iota-conotoxin-like R11.15,I1BF_CONRA
Q7Z0A3,,KW-0208 (D-amino acid);KW-1015 (Disulfide bond);KW-0872 (Ion channel impairing toxin);KW-0528 (Neurotoxin);KW-0964 (Secreted);KW-0800 (Toxin);KW-0738 (Voltage-gated sodium channel impairing toxin),45,conotoxin I1 superfamily,Swiss-Prot,cellular organisms,Eukaryota,Metazoa,Mollusca,Gastropoda,Neogastropoda,Conidae,Conus,Conus radiatus,,Iota-conotoxin-like R11.13,I1BX_CONRA
Q7Z0A4,,KW-0208 (D-amino acid);KW-1015 (Disulfide bond);KW-0872 (Ion channel impairing toxin);KW-0528 (Neurotoxin);KW-0964 (Secreted);KW-0800 (Toxin);KW-0738 (Voltage-gated sodium channel impairing toxin),45,conotoxin I1 superfamily,Swiss-Prot,cellular organisms,Eukaryota,Metazoa,Mollusca,Gastropoda,Neogastropoda,Conidae,Conus,Conus radiatus,,Iota-conotoxin-like R11.12,I1BW_CONRA
Q7Z0A5,,KW-0208 (D-amino acid);KW-1015 (Disulfide bond);KW-0872 (Ion channel impairing toxin);KW-0528 (Neurotoxin);KW-0964 (Secreted);KW-0800 (Toxin);KW-0738 (Voltage-gated sodium channel impairing toxin),45,conotoxin I1 superfamily,Swiss-Prot,cellular organisms,Eukaryota,Metazoa,Mollusca,Gastropoda,Neogastropoda,Conidae,Conus,Conus radiatus,,Iota-conotoxin-like R11.10,I1BU_CONRA
Q7Z0A6,,KW-1015 (Disulfide bond);KW-0872 (Ion channel impairing toxin);KW-0528 (Neurotoxin);KW-0964 (Secreted);KW-0800 (Toxin);KW-0738 (Voltage-gated sodium channel impairing toxin),42,conotoxin I1 superfamily,Swiss-Prot,cellular organisms,Eukaryota,Metazoa,Mollusca,Gastropoda,Neogastropoda,Conidae,Conus,Conus radiatus,,Iota-conotoxin-like R11.1,I1B1_CONRA
Q7Z1K4,,KW-0027 (Amidation);KW-1015 (Disulfide bond);KW-0872 (Ion channel impairing toxin);KW-0528 (Neurotoxin);KW-0964 (Secreted);KW-0732 (Signal);KW-0800 (Toxin);KW-0738 (Voltage-gated sodium channel impairing toxin),72,long (4 C-C) scorpion toxin superfamily,Swiss-Prot,cellular organisms,Eukaryota,Metazoa,Arthropoda,Arachnida,Scorpiones,Buthidae,Centruroides,Centruroides limpidus,,Toxin Cll8,SCX8_CENLI
Q7Z1K5,,KW-0027 (Amidation);KW-1015 (Disulfide bond);KW-0872 (Ion channel impairing toxin);KW-0528 (Neurotoxin);KW-0964 (Secreted);KW-0732 (Signal);KW-0800 (Toxin);KW-0738 (Voltage-gated sodium channel impairing toxin),85,long (4 C-C) scorpion toxin superfamily,Swiss-Prot,cellular organisms,Eukaryota,Metazoa,Arthropoda,Arachnida,Scorpiones,Buthidae,Centruroides,Centruroides limpidus,,Toxin Cll6,SCX6_CENLI
Q7Z1K6,,KW-1015 (Disulfide bond);KW-0872 (Ion channel impairing toxin);KW-0528 (Neurotoxin);KW-0964 (Secreted);KW-0732 (Signal);KW-0800 (Toxin);KW-0738 (Voltage-gated sodium channel impairing toxin),85,long (4 C-C) scorpion toxin superfamily,Swiss-Prot,cellular organisms,Eukaryota,Metazoa,Arthropoda,Arachnida,Scorpiones,Buthidae,Centruroides,Centruroides limpidus,,Toxin Cll5c*,SCX5X_CENLI
Q7Z1K7,,KW-1015 (Disulfide bond);KW-0872 (Ion channel impairing toxin);KW-0528 (Neurotoxin);KW-0964 (Secreted);KW-0732 (Signal);KW-0800 (Toxin);KW-0738 (Voltage-gated sodium channel impairing toxin),87,long (4 C-C) scorpion toxin superfamily,Swiss-Prot,cellular organisms,Eukaryota,Metazoa,Arthropoda,Arachnida,Scorpiones,Buthidae,Centruroides,Centruroides limpidus,,Toxin Cll5b,SCX5B_CENLI
Q7Z1K8,,KW-0027 (Amidation);KW-1015 (Disulfide bond);KW-0872 (Ion channel impairing toxin);KW-0528 (Neurotoxin);KW-0964 (Secreted);KW-0732 (Signal);KW-0800 (Toxin);KW-0738 (Voltage-gated sodium channel impairing toxin),87,long (4 C-C) scorpion toxin superfamily,Swiss-Prot,cellular organisms,Eukaryota,Metazoa,Arthropoda,Arachnida,Scorpiones,Buthidae,Centruroides,Centruroides limpidus,,Toxin Cll4,SCX4_CENLI
Q7Z1K9,,KW-0027 (Amidation);KW-1015 (Disulfide bond);KW-0872 (Ion channel impairing toxin);KW-0528 (Neurotoxin);KW-0964 (Secreted);KW-0732 (Signal);KW-0800 (Toxin);KW-0738 (Voltage-gated sodium channel impairing toxin),87,long (4 C-C) scorpion toxin superfamily,Swiss-Prot,cellular organisms,Eukaryota,Metazoa,Arthropoda,Arachnida,Scorpiones,Buthidae,Centruroides,Centruroides limpidus,,Toxin Cll3,SCX3_CENLI
Q7Z1N0,4.6.1.- (Phosphorus-oxygen lyases),KW-0204 (Cytolysis);KW-1061 (Dermonecrotic toxin);KW-1015 (Disulfide bond);KW-0354 (Hemolysis);KW-0442 (Lipid degradation);KW-0443 (Lipid metabolism);KW-0456 (Lyase);KW-0460 (Magnesium);KW-0479 (Metal-binding);KW-0964 (Secreted);KW-0800 (Toxin),161,arthropod phospholipase D family,Swiss-Prot,cellular organisms,Eukaryota,Metazoa,Arthropoda,Arachnida,Araneae,Sicariidae,Loxosceles,Loxosceles arizonica,,Dermonecrotic toxin LarSicTox-alphaI-1,A1X1_LOXAR
Q7ZT13,,KW-1015 (Disulfide bond);KW-0964 (Secreted);KW-0732 (Signal);KW-0800 (Toxin),86,three-finger toxin family,Swiss-Prot,cellular organisms,Eukaryota,Metazoa,Chordata,Lepidosauria,Squamata,Elapidae,Bungarus,Bungarus multicinctus,,Neurotoxin-like protein pMD18-NTL1/2/4/5,3SO95_BUNMU
Q7ZT98,,KW-0108 (Calcium channel impairing toxin);KW-0903 (Direct protein sequencing);KW-1015 (Disulfide bond);KW-0872 (Ion channel impairing toxin);KW-0528 (Neurotoxin);KW-0964 (Secreted);KW-0732 (Signal);KW-0800 (Toxin),239,CRISP family,Swiss-Prot,cellular organisms,Eukaryota,Metazoa,Chordata,Lepidosauria,Squamata,Elapidae,Ophiophagus,Ophiophagus hannah,,Cysteine-rich venom protein ophanin,CRVP_OPHHA
Q7ZT99,,KW-0108 (Calcium channel impairing toxin);KW-0903 (Direct protein sequencing);KW-1015 (Disulfide bond);KW-0872 (Ion channel impairing toxin);KW-0528 (Neurotoxin);KW-0964 (Secreted);KW-0732 (Signal);KW-0800 (Toxin),240,CRISP family,Swiss-Prot,cellular organisms,Eukaryota,Metazoa,Chordata,Lepidosauria,Squamata,Viperidae,Crotalus,Crotalus atrox,,Cysteine-rich venom protein catrin,CRVP_CROAT
Q7ZTA0,,KW-0108 (Calcium channel impairing toxin);KW-0903 (Direct protein sequencing);KW-1015 (Disulfide bond);KW-0872 (Ion channel impairing toxin);KW-0528 (Neurotoxin);KW-0964 (Secreted);KW-0732 (Signal);KW-0800 (Toxin),240,CRISP family,Swiss-Prot,cellular organisms,Eukaryota,Metazoa,Chordata,Lepidosauria,Squamata,Viperidae,Agkistrodon,Agkistrodon piscivorus,,Cysteine-rich venom protein piscivorin,CRVP_AGKPI
Q7ZTA6,3.1.1.4 (phospholipase A2),KW-0106 (Calcium);KW-0903 (Direct protein sequencing);KW-1015 (Disulfide bond);KW-1199 (Hemostasis impairing toxin);KW-0378 (Hydrolase);KW-0442 (Lipid degradation);KW-0443 (Lipid metabolism);KW-0479 (Metal-binding);KW-1201 (Platelet aggregation inhibiting toxin);KW-0964 (Secreted);KW-0732 (Signal);KW-0800 (Toxin),138,phospholipase A2 family,Swiss-Prot,cellular organisms,Eukaryota,Metazoa,Chordata,Lepidosauria,Squamata,Viperidae,Crotalus,Crotalus viridis,,Acidic phospholipase A2 Cvv-E6b,PA2AB_CROVV
Q7ZTA7,3.1.1.4 (phospholipase A2),KW-0106 (Calcium);KW-0903 (Direct protein sequencing);KW-1015 (Disulfide bond);KW-1199 (Hemostasis impairing toxin);KW-0378 (Hydrolase);KW-0442 (Lipid degradation);KW-0443 (Lipid metabolism);KW-0479 (Metal-binding);KW-0959 (Myotoxin);KW-1201 (Platelet aggregation inhibiting toxin);KW-0964 (Secreted);KW-0732 (Signal);KW-0800 (Toxin),138,phospholipase A2 family,Swiss-Prot,cellular organisms,Eukaryota,Metazoa,Chordata,Lepidosauria,Squamata,Viperidae,Crotalus,Crotalus lutosus,,Acidic phospholipase A2 CoaPLA2,PA2AD_CROLY
Q7ZTA8,3.1.1.4 (phospholipase A2),KW-0106 (Calcium);KW-0903 (Direct protein sequencing);KW-1015 (Disulfide bond);KW-1199 (Hemostasis impairing toxin);KW-0378 (Hydrolase);KW-0442 (Lipid degradation);KW-0443 (Lipid metabolism);KW-0479 (Metal-binding);KW-1201 (Platelet aggregation inhibiting toxin);KW-0964 (Secreted);KW-0732 (Signal);KW-0800 (Toxin),138,phospholipase A2 family,Swiss-Prot,cellular organisms,Eukaryota,Metazoa,Chordata,Lepidosauria,Squamata,Viperidae,Crotalus,Crotalus viridis,,Acidic phospholipase A2 Cvv-E6e,PA2AE_CROVV
